title;bookID;author;rating;ratingsCount;reviewsCount;reviewerName;reviewerRating
Ivanhoe by Sir Walter Scott, Fiction, Classics;6442;Walter Scott;0,177083333;72147;1837;Teddy;1
Wild Flowers of Tidewater Virginia;5285;Oscar W. Gupton;04.33;3;0;Firdaus B;1
The Complete Works, Vol 1: Poems and Poems in Prose;5290;Oscar Wilde;0,190277778;114;13;Firdaus B;3
Fall Wildflowers of the Blue Ridge and Great Smoky Mountains;5286;Oscar W. Gupton;03.05;2;2;Youga P;5
Wildflowers of the Shenendoah Valley and Blue Ridge Mountains;5287;Oscar W. Gupton;03.09;10;0;Reyhan R;3
Death and Money in the Afternoon: A History of the Spanish Bullfight;5589;Adrian Shubert;03.13;15;3;Youga P;4
The Wit & Wisdom of Oscar Wilde;5292;Ralph Keyes;04.25;1134;66;Elsa;5
Wit and Wisdom: A Book of Quotations;5288;Oscar Wilde;04.25;1134;66;Riyan;5
Complete Works of Oscar Wilde;5289;Oscar Wilde;04.45;18089;323;Teddy;2
The Complete Fairy Tales of Oscar Wilde;5291;Oscar Wilde;04.33;10052;270;Firdaus B;5
The Antiquary;6482;Walter Scott;0,182638889;353;34;Firdaus B;2
100 Essential Modern Poems;9436;Joseph Parisi;0,177777778;85;11;Youga P;2
"The Adventures of Don Quixote in Miami - ""The Dreamer who Unlocked the Secrets of the Universe...""";9441;Manuel Martínez;3;1;0;Reyhan R;5
Selections from Don Quixote - Selecciones de Don Quijote de la Mancha;9442;Miguel de Cervantes Saavedra;03.32;57;6;Youga P;5
Adventures of Don Quixote;9440;Argentina Palacios;0,170138889;62;11;Elsa;5
The Handmaid's Tale;9437;Margaret Atwood;04.07;718542;38415;Riyan;2
Cómo hacer el amor igual que una estrella porno;7255;Jenna Jameson;0,177083333;10278;829;Teddy;3
Don Quijote de la Mancha;9443;Miguel de Cervantes Saavedra;0,184027778;161042;5539;Firdaus B;5
Fear and Trembling and The Sickness Unto Death;9439;Søren Kierkegaard;04.09;521;34;Firdaus B;3
The Basic Works of Aristotle;9438;Aristotle;04.23;1960;51;Youga P;1
The Complete Collected Poems;9444;Maya Angelou;04.04;7125;219;Reyhan R;4
Salonika;6352;Louise Page;4;1;0;Youga P;5
Gardeners of Salonika;6353;Alan Warwick Palmer;0,188888889;13;5;Elsa;4
Under the Devil's Eye: Britain's Forgotten Army at Salonika 1915-1918;6355;Alan Wakefield;04.01;20;5;Riyan;5
The Stars at Noon;9908;Denis Johnson;03.59;537;41;Teddy;3
548 Days With Another Name: Salonika 1943:  A Child's Diary, An Adult's Memories Of War;6354;Rozina Asser Pardo;4;2;0;Firdaus B;4
Ḳolot Mi Śaloniḳi Ha Yehudit: Ḳeṭaʻim Meha Sedarot Ha Hituliyot Be G'udezmo, Ṭiʼo ʻezrah I Su Muz'er Benuṭah Ṿe Ṭiʼo Boḥor I Su Muz'er G'amilah;6356;Moshé Cazés;5;1;0;Firdaus B;5
Resuscitation Of A Hanged Man;9906;Denis Johnson;0,171527778;1131;70;Youga P;1
The Name of the World;9910;Denis Johnson;03.49;1759;165;Reyhan R;1
Incognito Lounge;9909;Denis Johnson;04.27;368;28;Youga P;1
Fiskadoro;9907;Denis Johnson;03.53;1371;105;Elsa;3
Sams Teach Yourself Visual Café 2 in 21 Days;9271;Mike Cohn;0;0;0;Riyan;5
Java Developer's Reference: With CDROM;9270;Mike Cohn;4;4;0;Teddy;3
Smoke Jumpers;9283;Jim Gigliotti;5;2;0;Firdaus B;3
Passing the Torch: Transfer Strategies for Your Family Business;9273;Mike Cohn;0;0;0;Firdaus B;1
Web Programming with Latte;9274;Mike Cohn;0;0;0;Youga P;3
"Seidenstraße: Länder Der Seidenstrassen; Irak, Iran, Afghanistan, Pakistan, Zentralasien; Autokarte; Touristische Informationen, Entfernungen In Km, Nationalparks; Ortsregister = Silk Road Countries = Chemin De La Soie.";9272;Mike Cohn;0;0;0;Reyhan R;4
Passing the Torch: Succession, Retirement, and Estate Planning in Family-Owned Businesses;9268;Mike Cohn;3;1;0;Youga P;4
Keep or Sell Your Business: How to Make the Decision Every Private Company Faces;9269;Mike Cohn;0;0;0;Elsa;4
Database Developers Guide with Borland C++ 5: With CDROM;9275;Mike Cohn;0,171527778;3;0;Riyan;5
The Smoke Jumper;9284;Nicholas Evans;04.05;26683;698;Teddy;3
Salonika: Jews and dervishes;6357;Nicholas P Stavroulakis;0;0;0;Firdaus B;2
Midas Of Rockies: Story Of Stratton  Cripple Creek;6364;Frank Waters;04.14;7;2;Firdaus B;5
Rocky Stories: Tales of Love, Hope, and Happiness at America's Most Famous Steps;6360;Michael Vitez;04.21;24;4;Youga P;4
Οι συναγωγές της θεσσαλονίκης και της βέροιας;6359;Ηλίας Μεσσίνας;0;0;0;Reyhan R;4
Rocky: the story of a champion;3449822;Bill Libby;0;0;0;Youga P;2
Since You're Leaving Anyway, Take Out The Trash!;6369;Dixie Cash;0,179166667;1712;175;Elsa;1
Since You're Leaving Anyway, Take Out the Trash (Domestic Equalizers Book 1);6367;Dixie Cash;0,179166667;1711;175;Riyan;4
I Gave You My Heart, but You Sold It Online (Domestic Equalizers Book 3);6368;Dixie Cash;0,179166667;823;75;Teddy;1
My Heart May Be Broken, but My Hair Still Looks Great (Domestic Equalizers Book 2);6366;Dixie Cash;0,184027778;1213;118;Firdaus B;3
Ballet: An Illustrated History;9240;Mary Clarke;04.29;7;1;Firdaus B;2
The Way of All the Earth: Experiments in Truth and Religion;2242;John S. Dunne;0,171527778;15;0;Youga P;2
Solid Liquid Flow Slurry Pipeline Transportation;2246;Edward J. Wasp;5;2;0;Reyhan R;4
Ghandi Khan;2247;NOT A BOOK;0,213194444;3;0;Youga P;4
The Human Rights Committee and the Right of Individual Communication: Law and Practice;2245;P.R. Ghandi;3;1;0;Elsa;3
Knit India Through Literature, Volume II: The East;2248;Sivasankari;0;0;0;Riyan;4
Finding Yourself in India;2243;Diana Iles;0;0;0;Teddy;4
The 7 Habits of Highly Effective People Personal Workbook;2250;Stephen R. Covey;04.02;1379;68;Firdaus B;5
Seven Habits of Highly Effective People;2249;Stephen R. Covey;04.05;344970;6303;Firdaus B;3
There Goes the Neighborhood;4791;Mark Stephen Clifton;03.25;4;4;Youga P;5
The Books You Read;4430;"Charlie ""Tremendous"" Jones";4;2;1;Reyhan R;5
What's Wrong with Same-Sex Marriage?;4427;D. James Kennedy;02.05;12;5;Youga P;5
The Real Meaning of the Zodiac;4426;D. James Kennedy;0,171527778;33;7;Elsa;2
D. James Kennedy: The Man and His Ministry;4432;Herbert Lee Williams;03.33;3;0;Riyan;3
Evangelism Explosion;4429;D. James Kennedy;03.49;97;5;Teddy;4
What If the Bible Had Never Been Written?;4431;D. James Kennedy;0,167361111;28;7;Firdaus B;4
Why the Ten Commandments Matter;4428;D. James Kennedy;03.04;20;4;Firdaus B;2
"The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone";1537;Sophocles;0,191666667;51168;1139;Youga P;3
The Complete Plays;1538;Sophocles;04.26;3304;88;Reyhan R;3
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4) ;1536;Sophocles;04.12;4796;78;Youga P;1
Wild Women and Books;5127;Brenda Knight;0,167361111;23;3;Elsa;5
The Art of Seeing;5133;Aldous Huxley;03.07;367;25;Riyan;1
The Perennial Philosophy;5131;Aldous Huxley;04.22;3041;144;Teddy;4
Huxley and God: Essays on Religious Experience;5132;Aldous Huxley;04.31;96;4;Firdaus B;3
Island;5130;Aldous Huxley;0,185416667;16993;1015;Firdaus B;5
Brave New World;5129;Aldous Huxley;0,192361111;1094139;20481;Youga P;2
Book of Sketches;3768;Jack Kerouac;0,179166667;527;39;Reyhan R;1
The Doors of Perception & Heaven and Hell;5128;Aldous Huxley;0,191666667;27993;875;Youga P;2
Drina Dances in Italy (Drina, #4);3146;Jean Estoril;04.09;232;11;Elsa;1
Drina Ballerina (Drina, #11);3145;Jean Estoril;04.15;138;13;Riyan;1
Dave Thomas: Honesty Pays;2007;Barbara Kramer;3;1;0;Teddy;4
Dave's Way;2008;Rex David Thomas;0,190277778;97;7;Firdaus B;1
Dave Thomas (Overcoming Adversity);2006;Nancy Peacock;03.06;5;1;Firdaus B;5
The Dosadi Experiment (ConSentiency Universe, #2);2011;Frank Herbert;03.08;6050;165;Youga P;4
King of the Vagabonds (The Baroque Cycle, Vol. 1, Book 2);2016;Neal Stephenson;04.16;1750;102;Reyhan R;1
Final Warning;2585;David Allen Rivera;04.06;5;1;Youga P;2
The Eyes of Heisenberg;2015;Frank Herbert;03.43;1502;91;Elsa;1
The Lazarus Effect (The Pandora Sequence, #2);2014;Frank Herbert;0,175694444;3023;54;Riyan;1
The Santaroga Barrier;2010;Frank Herbert;0,169444444;1611;86;Teddy;5
The Jesus Incident (The Pandora Sequence, #1);2013;Frank Herbert;0,174305556;4318;116;Firdaus B;1
An End To Poverty?;9857;Gareth Stedman Jones;03.46;13;0;Firdaus B;4
Our Day to End Poverty: 24 Ways You Can Make a Difference;9858;Shannon Daley-Harris;04.27;11;1;Youga P;3
First Kyu: A Novel;9089;Sung-Hwa Hong;03.09;108;7;Reyhan R;3
State of World Population 2004: The Cairo Consensus at Ten Population Reproductive Health and the Global Effort to End Poverty;9859;United Nations;0;0;0;Youga P;1
Lighting and the Dramatic Portrait: The Art of Celebrity and Editorial Photography;9094;Michael Grecco;03.08;115;5;Elsa;2
The Noise of Infinite Longing;9091;Luisita Lopez Torregrosa;0,168055556;39;14;Riyan;5
Monkey Portraits;9093;Jill Greenberg;04.51;232;47;Teddy;5
Master Lighting Guide for Portrait Photographers;9095;Christopher Grey;0,179166667;232;8;Firdaus B;2
George Washington, Spymaster: How the Americans Outspied the British and Won the Revolutionary War;6467;Thomas B. Allen;0,175694444;813;144;Firdaus B;5
Frog and the Birdsong;6267;Max Velthuijs;04.04;70;9;Youga P;2
Insights: Talks On The Nature Of Existence;9338;Frederick P. Lenz;5;1;0;Reyhan R;3
Man and the Theogony in the Lurianic Cabala;3222;Daphne Freedman;0;0;0;Youga P;4
Gorgias/Menéxeno/Eutidemo/Menón/Crátilo (Diálogos II);3224;Plato;04.05;4;0;Elsa;1
Ritual Dynamic Structure;3227;Roy E. Gane;0;0;0;Riyan;2
Collected Papers in Greek and Georgian Textual Criticism;3228;J. Neville Birdsall;0;0;0;Teddy;2
Blessed Is He Who Has Brought Adam from Sheol;3223;Thomas Buchan;0;0;0;Firdaus B;5
Gorgias;3225;Plato;0,188888889;6710;200;Firdaus B;3
My Nestorian Adventure in China: A Popular Account of the Holm-Nestorian Expedition to Sian-Fu and Its Results;3229;Frits Holm;0;0;0;Youga P;5
The Lord of the Rings (The Lord of the Rings, #1-3);5900;J.R.R. Tolkien;04.47;442050;9485;Reyhan R;2
The 9/11 Report: The National Commission on Terrorist Attacks Upon the United States;5904;National Commission on Terrorist Attacks Upon the United States;03.55;3331;255;Youga P;2
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States;5901;National Commission on Terrorist Attacks Upon the United States;03.55;3331;255;Elsa;4
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States;33992;National Commission on Terrorist Attacks Upon the United States;03.55;3331;255;Riyan;2
The 9/11 Commission Report: Final Report Of The National Commission On Terrorist Attacks Upon The United States;5903;National Commission on Terrorist Attacks Upon the United States;03.55;3331;255;Teddy;4
The Hobbit ;5908;J.R.R. Tolkien;04.25;2217901;38075;Firdaus B;1
The 9/11 Commission Report;5902;National Commission on Terrorist Attacks Upon the United States;03.55;3331;255;Firdaus B;5
The Hobbit (Essential Modern Classics);5909;J.R.R. Tolkien;04.25;2217925;38076;Youga P;4
The Hobbit;5907;J.R.R. Tolkien;04.25;2217925;38076;Reyhan R;5
A Redwall Winter's Tale;8004;Brian Jacques;04.11;2234;39;Youga P;4
Web Bloopers: 60 Common Web Design Mistakes And How To Avoid Them (Morgan Kaufmann Series In Interactive Technologies);3386;Jeff                                                 Johnson;0,188194444;11;2;Elsa;4
Captain Corelli's Mandolin: The Illustrated Film Companion;3391;Steve Clark;04.13;40;3;Riyan;4
The Backyard Homestead, Mini-Farm and Garden Log Book;8672;John Jeavons;0,168055556;13;2;Teddy;4
Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability;18197267;Steve Krug;04.24;15037;1157;Firdaus B;3
Captain Corelli's Mandolin;3389;Louis de Bernières;0,190972222;66200;2326;Firdaus B;4
Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny;8674;Anthony Robbins;04.11;36577;880;Youga P;2
How to Grow More Vegetables Than You Ever Thought Possible on Less Land Than You Can Imagine: A Primer on the Life-Giving Biodynamic/French Intensiv;8673;John Jeavons;04.01;1227;115;Reyhan R;5
Corelli's Mandolin;3388;Louis de Bernières;0,190972222;66197;2326;Youga P;3
Louis de Bernières's Captain Corelli's Mandolin: A Reader's Guide;3392;Con Coroneos;04.18;215;6;Elsa;2
Captain Corelli's Mandolin;3390;Louis de Bernières;0,190972222;66200;2326;Riyan;3
Pierre, Israel Potter, The Piazza Tales, The Confidence-Man, Tales, Billy Budd;3734;Herman Melville;04.18;283;13;Teddy;4
Their Sisters' Keepers: Women's Prison Reform in America, 1830-1930;6905;Estelle B. Freedman;04.15;20;3;Firdaus B;2
My Sister's Keeper (Gillian Adams, #2);6904;Nora Kelly;0,172916667;26;2;Firdaus B;2
Tuesdays with Morrie;6901;Mitch Albom;04.07;593206;19538;Youga P;4
My Sister's Keeper;6903;Mavis Applewater;0,184027778;109;4;Reyhan R;4
My Sister's Keeper;1186566;Rachel Lindsay;03.33;24;4;Youga P;5
Catwoman: Her Sister's Keeper;6907;Mindy Newell;03.52;359;28;Elsa;2
La Dernière Leçon;6902;Mitch Albom;04.07;593206;19538;Riyan;4
Historians' Fallacies: Toward a Logic of Historical Thought;9037;David Hackett Fischer;0,179861111;304;24;Teddy;5
Tuesdays with Morrie;6900;Mitch Albom;04.07;593200;19538;Firdaus B;5
A geography of Brazilian development (Bell's advanced economic geographies);3034;Janet D Henshall;0;0;0;Firdaus B;3
Advanced Mathematical Economics;3032;Rakesh V. Vohra;0,171527778;3;0;Youga P;3
Advanced Placement Economics: Microeconomics: Student Activities;3031;John S. Morton;04.03;10;0;Reyhan R;3
As & A Level Economics Through Diagrams;3030;Andrew Gillespie;4;9;1;Youga P;5
Jack: A Life Like No Other;532;Geoffrey Perret;0,183333333;173;21;Elsa;5
Like No Other;533;Robert Mercer-Nairne;03.33;3;0;Riyan;4
Agricultural Geography;3035;Leslie Symons;0;0;0;Teddy;4
Yugoslavia: Patterns of Economic Activity;3033;F.E. Ian Hamilton;0;0;0;Firdaus B;2
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War;531;Victor Davis Hanson;04.09;1551;92;Firdaus B;1
Lord of the Flies;530;William Golding;0,170138889;1693685;27437;Youga P;5
Fire in the Gates;1314;Thurman C. Petty Jr.;04.04;5;0;Reyhan R;4
The Sea of Tranquility;4706;Mark Haddon;03.55;135;16;Youga P;3
Gates of Fire;1313;Elwyn M. Chamberlain;04.19;36;7;Elsa;5
Through Gates of Fire: A Journey into World Disorder;1311;Martin  Bell;0,172916667;16;2;Riyan;3
The Sea of Tranquility;4705;Mark Haddon;03.55;135;16;Teddy;4
Cliffs Notes on Fitzgerald's the Great Gatsby;4676;Kate Maurer;0,177777778;82;13;Firdaus B;1
The Afghan Campaign;1315;Steven Pressfield;0,190277778;3069;224;Firdaus B;2
The Gate of Fire (Oath Of Empire Book Two);1312;Thomas Harlan;03.55;147;6;Youga P;5
The Virtues of War: A Novel of Alexander the Great;1316;Steven Pressfield;0,190277778;3957;215;Reyhan R;3
The Great Gatsby;4677;F. Scott Fitzgerald;0,186805556;2821848;52554;Youga P;3
Works Of Mourning: Poetische Trauerarbeit, Selbstreflexion Und Kritisches Traditionsbewusstsein In Modernen Englischen Elegien;6081;Andreas Jäger;0;0;0;Elsa;2
A Little Light on Angels;6083;Diana Cooper;04.14;66;3;Riyan;2
Writing Grief: Margaret Laurence and the Work of Mourning;6080;Christian Riegel;4;1;0;Teddy;4
120 Studies for Right Hand Development;1258;Mauro Giuliani;04.29;17;1;Firdaus B;4
Leadership Through the Ages: A Collection of Favorite Quotations;1259;Rudolph W. Giuliani;4;11;1;Firdaus B;1
World of Ballet;9226;Judy Tatchell;04.23;13;3;Youga P;2
Mauro Giuliani: Virtuoso Guitarist and Composer;1260;Thomas F. Heck;04.33;3;0;Reyhan R;3
"Diana Cooper: Autobiography; The Rainbow Comes and Goes; The Lights of Common Day; Trumpets from the Steep";6082;Lady Diana Cooper;04.04;28;3;Youga P;1
Rudy Giuliani: Emperor of the City;1261;Andrew Kirtzman;03.45;33;2;Elsa;5
Emily's Ballet Box: A Book and Doll Set (Boxed sets);9225;Claire Masurel;5;1;0;Riyan;1
Phaedrus 141;3159;Kevin Olds;0;0;0;Teddy;5
Drina Goes on Tour (Drina, #10);3155;Jean Estoril;04.02;121;8;Firdaus B;4
Love, Knowledge, And Discourse In Plato: Dialogue And Dialectic In Phaedrus, Republic, Parmenides;3157;Herman L. Sinaiko;0;0;0;Firdaus B;4
Drina Dances in Madeira (Drina, #8);3156;Jean Estoril;04.05;143;7;Youga P;5
Tallyho - The Hunt for Virtue: Beauty, Truth and Goodness: Nine Dialogues by Plato: Phaedrus, Lysis, Protagoras, Charmides, Parmenides, Gorgias, Thea;3158;Phillip Lundberg;5;1;1;Reyhan R;1
God Bless You, Dr. Kevorkian;4986;Kurt Vonnegut Jr.;0,182638889;12752;618;Youga P;5
Phaedrus;3160;Plato;0,188194444;5235;210;Elsa;1
Cindy macht ihren Weg;3153;Jean Estoril;04.09;232;11;Riyan;1
Drina Dances in Italy (Drina, #4);3152;Jean Estoril;04.09;232;11;Teddy;5
Cindy träumt vom Tanzen;3154;Jean Estoril;04.02;726;33;Firdaus B;1
Launching a Successful eBay Store;4095;Ron Mansfield;02.05;4;0;Firdaus B;4
The eBay Survival Guide;4096;Michael A. Banks;01.05;2;0;Youga P;4
eBay: The Missing Manual: The Missing Manual;4098;Nancy Conner;02.08;5;1;Reyhan R;3
eBay Listings That Sell for Dummies;4097;Patti Louise Ruby;03.06;5;0;Youga P;4
Rosencrantz & Guilderstern/Wait Godot (TAP instructional materials);4112;Jayne R. Smith;03.04;5;0;Elsa;1
Tom Stoppard, Rosencrantz And Guildenstern Are Dead;4111;Roger Sales;03.09;20;1;Riyan;4
Behind Closed Doors: Secrets of Great Management;4100;Johanna Rothman;0,190277778;713;55;Teddy;3
Good To Great;4113;James C. Collins;04.05;89387;3171;Firdaus B;3
The Pragmatic Programmer: From Journeyman to Master;4099;Andy Hunt;04.31;10671;562;Firdaus B;3
ROSENCRANTZ & GILDENSTERN ARE DEAD;4110;Tom Stoppard;04.06;70289;1579;Youga P;5
Out of the Blue: The Remarkable Story of the 2003 Chicago Cubs;2924;Chicago Tribune;0,171527778;24;1;Reyhan R;1
Chicago Blues;2921;Mike  Rowe;0,190972222;20;1;Youga P;4
Chicago Blues: As Seen from the Inside;2922;Raebum Flerlage;04.11;9;0;Elsa;2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;7215;Donald Miller;0,188888889;83897;3598;Riyan;3
The Four Agreements With Companion Special Edition;6601;Miguel Ruiz;04.25;198;14;Teddy;1
Winterdance: The Fine Madness of Running the Iditarod;2923;Gary Paulsen;04.24;4593;722;Firdaus B;2
Los cuatro acuerdos;6600;Miguel Ruiz;04.12;114886;6314;Firdaus B;1
Tucket's Travels: Francis Tucket's Adventures In The West, 1847-1849 (The Tucket Adventures, #1-5);2920;Gary Paulsen;04.42;499;40;Youga P;1
The Bible - The Holy Bible Formatted for Your eReader;8151399;Anonymous;04.51;553;3;Reyhan R;2
The Bomb Vessel: Shore Bombardment Ships of the Age of Sail;7561;Chris Ware;3;2;0;Youga P;1
Long Distance Relationships: The Complete Guide;1919;Gregory Guldner;03.05;28;7;Elsa;1
Candide: or, Optimism;7559;Voltaire;0,177777778;173896;5634;Riyan;4
Separated By Duty, United In Love;1920;Shellie Vandevoorde;03.07;76;11;Teddy;3
Long Distance Grandparenting: A Practical Guide to Building Close Relationships with Your Grandchildren;1921;Bonnie D. Potter;0;0;0;Firdaus B;4
The Complete Idiot's Guide to Long Distance Relationships;1917;Seetha Narayan;4;7;1;Firdaus B;3
Krazy and Ignatz, 1935-1936: A Wild Warmth of Chromatic Gravy;7560;George Herriman;04.55;143;6;Youga P;3
The Spice and Herb Bible: A Cook's Guide;8620;Ian Hemphill;04.02;127;16;Reyhan R;2
The Long-Distance Relationship Survival Guide: Secrets and Strategies from Successful Couples Who Have Gone the Distance;1918;Chris Bell;03.42;167;24;Youga P;5
The Acme Novelty Library;7562;Chris Ware;04.35;2241;67;Elsa;3
The Cecchetti Method of Classical Ballet: Theory and Technique;9183;Cyril W. Beaumont;4;15;1;Riyan;4
The Automatic Millionaire Home Study Course;626;David Bach;04.04;10;1;Teddy;1
Inside Ballet Technique: Separating Anatomical Fact from Fiction in the Ballet Class;9181;Valerie Grieg;04.24;93;6;Firdaus B;3
The Automatic Millionaire Workbook;627;David Bach;0,174305556;87;4;Firdaus B;2
The Essential Guide to Motorcycle Maintenance;631;Mark Zimmerman;0,184722222;99;4;Youga P;4
The Motorcycle Diaries: Notes on a Latin American Journey;632;Ernesto Che Guevara;0,179861111;23405;1291;Reyhan R;1
